location_id,month,hour,temperature (C degree),humidity (%),pressure (hPa),cloudcover (%),windspeed (km/h),season_encoded,day_night_encoded,precipitation (mm)
3,8,19,26.0,93,1008.8,99,4.1,1,1,0.1
1,1,1,24.7,79,1012.0,90,9.2,0,1,0.0
6,7,1,26.0,92,1006.8,89,9.1,1,1,0.0
1,11,13,31.5,60,1007.4,100,19.3,1,0,0.0
4,12,15,29.6,58,1008.6,94,6.8,0,0,0.0
1,4,23,27.9,82,1010.9,59,17.2,0,1,0.0
8,7,14,27.3,87,1007.3,98,9.6,1,0,3.1
1,9,14,29.0,78,1007.3,96,10.3,1,0,0.0
5,9,2,26.2,94,1008.4,99,5.4,1,1,0.0
8,10,12,30.6,73,1008.0,99,7.3,1,0,0.2
2,5,2,27.3,96,1008.3,100,5.0,1,1,0.0
7,6,5,24.9,96,1007.1,84,2.6,1,1,0.1
3,4,7,27.6,77,1010.2,100,7.2,0,0,0.0
8,1,14,32.0,50,1013.9,6,0.0,0,0,0.0
8,2,7,24.2,89,1014.7,100,7.4,0,0,0.0
5,2,4,22.5,90,1009.6,30,1.5,0,1,0.0
3,7,15,28.8,79,1004.8,99,17.3,1,0,0.0
2,6,0,25.7,94,1010.7,100,2.7,1,1,0.0
7,3,1,25.2,83,1012.2,99,10.8,0,1,0.0
5,4,20,29.0,81,1007.5,100,11.5,0,1,0.0
8,11,6,23.4,90,1009.1,52,6.3,1,0,0.0
4,1,7,23.1,82,1010.5,100,6.9,0,0,0.0
8,7,22,24.8,94,1007.0,97,8.2,1,1,0.0
8,2,1,24.1,96,1013.5,100,4.2,0,1,0.0
1,4,6,26.9,90,1010.8,14,12.6,0,0,0.0
1,3,0,26.2,82,1011.6,18,27.4,0,1,0.0
5,2,23,26.2,83,1013.3,1,14.5,0,1,0.0
5,10,2,25.5,95,1008.8,100,2.3,1,1,0.0
7,3,23,24.9,88,1007.5,0,11.5,0,1,0.0
4,4,14,35.1,46,1007.2,99,8.5,0,0,0.0
7,10,21,24.1,94,1010.6,98,8.7,1,1,0.1
5,10,10,29.1,78,1012.3,100,4.6,1,0,0.0
2,6,9,27.3,94,1007.2,100,10.3,1,0,0.5
7,7,13,26.0,82,1006.6,100,14.8,1,0,3.6
5,1,5,22.7,90,1010.4,100,1.1,0,1,0.0
6,12,14,28.6,69,1009.7,6,3.7,0,0,0.0
6,2,21,26.9,67,1010.5,22,9.7,0,1,0.0
2,2,8,27.6,79,1014.8,96,13.8,0,0,0.1
2,7,14,32.8,56,1006.9,100,12.8,1,0,0.0
8,10,17,25.3,93,1009.9,100,10.2,1,0,9.3
8,12,16,29.3,75,1006.4,43,7.7,0,0,0.5
8,9,7,26.5,91,1010.3,94,3.7,1,0,0.0
2,3,15,29.5,58,1007.9,99,17.0,0,0,0.0
6,3,6,25.0,91,1008.9,34,7.1,0,0,0.0
3,1,8,24.1,91,1012.4,100,2.2,0,0,0.0
3,1,0,21.4,90,1013.5,100,4.4,0,1,0.0
5,10,17,27.4,80,1007.8,100,5.6,1,0,0.0
3,10,14,27.0,87,1008.8,100,7.2,1,0,0.4
7,9,11,30.5,70,1009.3,91,7.7,1,0,0.0
7,4,2,25.3,93,1009.3,100,6.1,0,1,0.0
1,3,13,28.2,68,1007.0,82,13.6,0,0,0.0
3,1,14,30.9,51,1008.3,100,4.2,0,0,0.0
1,11,20,26.7,86,1009.6,94,10.0,1,1,0.0
4,4,6,25.5,86,1011.4,0,7.2,0,0,0.0
1,6,4,27.6,84,1007.3,100,15.5,1,1,0.1
2,4,0,26.5,89,1009.9,40,8.7,0,1,0.0
6,7,8,27.8,83,1009.8,100,5.7,1,0,0.0
2,8,18,27.2,89,1007.3,100,2.9,1,1,0.0
6,11,12,32.3,58,1008.7,4,3.0,1,0,0.0
8,9,21,26.0,93,1008.0,100,3.3,1,1,2.1
2,5,23,26.4,95,1008.6,98,1.5,1,1,0.0
3,10,7,26.1,92,1011.6,100,5.2,1,0,0.0
6,3,21,27.6,77,1012.2,66,15.8,0,1,0.0
3,3,17,30.8,57,1007.2,8,18.8,0,0,0.0
8,3,9,29.1,71,1012.1,12,14.0,0,0,0.0
1,2,4,26.0,75,1012.4,100,19.2,0,1,0.0
1,7,21,27.2,84,1008.7,100,16.0,1,1,0.0
4,5,8,32.1,65,1011.3,100,18.4,1,0,0.0
6,7,9,27.8,82,1011.4,100,12.6,1,0,0.2
6,6,23,25.6,93,1008.9,100,10.4,1,1,0.0
3,6,20,26.5,91,1007.8,100,7.5,1,1,0.0
1,1,3,24.6,90,1010.8,100,13.4,0,1,0.0
1,7,0,26.8,87,1009.1,100,18.5,1,1,0.1
4,3,11,32.6,48,1012.0,96,9.7,0,0,0.0
4,10,1,26.7,95,1009.8,98,4.0,1,1,0.0
3,8,8,28.6,85,1009.9,28,8.4,1,0,0.0
1,10,0,25.5,92,1008.6,100,8.8,1,1,0.5
5,12,5,24.1,91,1007.3,100,4.3,0,1,0.0
5,4,8,28.1,79,1009.8,35,5.4,0,0,0.2
2,8,8,24.7,97,1012.1,100,3.1,1,0,2.7
7,8,0,25.7,93,1010.2,100,1.4,1,1,0.0
5,1,5,23.7,76,1014.0,4,7.1,0,1,0.0
3,10,1,23.8,95,1009.7,99,8.4,1,1,0.0
8,10,11,30.2,74,1009.7,100,11.3,1,0,0.2
2,8,3,25.2,98,1007.7,31,5.4,1,1,0.0
2,8,10,29.8,71,1009.4,99,11.6,1,0,0.1
3,1,21,25.5,73,1015.5,31,11.5,0,1,0.0
6,10,11,30.6,67,1010.2,53,7.0,1,0,0.0
3,12,20,24.7,97,1007.7,100,2.5,0,1,0.3
5,5,22,25.7,96,1010.0,100,7.8,1,1,3.8
3,8,1,24.7,94,1008.6,100,0.8,1,1,0.2
6,11,3,23.9,98,1009.9,1,4.4,1,1,0.0
7,9,0,26.0,90,1010.1,100,11.0,1,1,0.0
3,3,18,28.8,66,1008.0,1,11.1,0,1,0.0
5,5,13,32.1,66,1009.4,100,7.8,1,0,0.0
1,7,23,26.8,90,1009.8,100,12.6,1,1,0.0
8,10,17,25.4,92,1009.5,100,8.9,1,0,2.3
3,7,4,24.7,98,1007.4,100,3.3,1,1,0.0
1,3,16,28.3,74,1008.3,11,30.1,0,0,0.0
3,5,17,28.9,82,1007.4,100,5.2,1,0,0.1
7,10,11,24.9,89,1008.2,100,4.2,1,0,1.3
4,8,17,29.4,77,1007.2,64,6.9,1,0,0.1
4,3,3,25.3,90,1007.8,22,9.3,0,1,0.0
6,7,8,27.2,87,1008.8,100,13.9,1,0,0.0
5,12,1,25.2,89,1012.5,100,3.2,0,1,0.0
8,8,10,30.6,75,1009.3,38,7.9,1,0,0.1
4,9,3,25.0,93,1006.6,100,8.0,1,1,0.3
6,5,6,24.7,95,1009.1,100,9.4,1,0,5.7
5,5,19,25.4,92,1007.5,100,6.8,1,1,1.7
8,3,7,25.3,88,1011.6,100,7.2,0,0,0.0
3,6,20,25.9,94,1008.2,100,4.7,1,1,0.0
2,2,13,30.4,64,1011.7,98,4.2,0,0,0.1
2,7,17,27.4,85,1006.0,94,7.9,1,0,0.2
7,2,18,30.8,33,1009.6,100,3.6,0,1,0.0
5,3,8,27.3,72,1014.7,100,12.2,0,0,0.0
3,2,18,27.2,78,1008.4,24,13.0,0,1,0.0
3,9,14,28.0,85,1005.9,100,7.9,1,0,0.3
4,7,10,31.7,63,1007.0,62,15.7,1,0,0.1
5,3,8,26.8,71,1012.8,100,10.1,0,0,0.0
4,6,17,27.3,88,1004.2,100,10.9,1,0,0.4
8,1,1,23.4,89,1011.3,100,4.2,0,1,0.0
6,6,10,29.2,73,1008.3,89,12.9,1,0,0.1
1,7,1,27.2,84,1009.6,99,17.6,1,1,0.0
8,8,21,25.0,98,1007.8,100,1.4,1,1,0.2
6,10,4,25.1,91,1007.5,100,1.0,1,1,0.0
4,4,21,26.7,78,1011.0,87,9.0,0,1,0.0
6,6,3,24.9,96,1009.6,100,2.9,1,1,0.0
1,4,20,28.8,80,1007.6,18,11.5,0,1,0.0
5,7,0,27.1,85,1008.4,99,10.1,1,1,0.0
7,6,2,26.2,92,1007.2,99,4.6,1,1,0.0
5,5,7,28.3,85,1009.5,81,9.2,1,0,0.0
6,6,10,30.4,68,1007.2,17,9.0,1,0,0.1
6,7,17,27.2,88,1007.6,100,6.1,1,0,0.5
6,7,22,26.2,86,1008.7,48,9.7,1,1,0.0
4,9,11,30.8,75,1007.8,98,16.2,1,0,0.1
4,12,3,24.4,68,1009.4,90,13.1,0,1,0.0
4,2,22,26.2,90,1012.6,65,3.1,0,1,0.0
7,5,21,27.3,84,1009.5,100,9.4,1,1,0.0
1,7,2,26.9,93,1006.2,100,9.7,1,1,0.0
8,7,9,28.3,83,1005.9,99,13.7,1,0,0.0
1,1,11,27.8,76,1013.6,55,4.8,0,0,0.2
7,4,3,25.7,85,1008.6,11,7.0,0,1,0.0
4,2,5,25.3,74,1012.4,0,6.9,0,1,0.0
6,10,16,28.0,81,1007.2,100,8.9,1,0,0.0
7,6,13,30.4,70,1004.6,100,7.0,1,0,0.0
4,11,13,31.2,64,1008.4,20,4.7,1,0,0.0
2,4,20,29.7,80,1006.4,87,11.6,0,1,0.0
5,12,2,22.8,86,1010.7,100,6.1,0,1,0.0
2,1,10,29.4,67,1013.5,100,8.8,0,0,0.0
2,1,8,26.4,84,1013.2,100,5.6,0,0,0.0
7,9,19,26.0,91,1008.0,100,8.4,1,1,0.1
8,7,5,24.1,96,1007.6,100,6.1,1,1,0.1
7,2,18,28.4,73,1011.8,20,4.5,0,1,0.4
3,2,20,25.6,75,1010.9,81,12.8,0,1,0.0
2,7,17,25.9,95,1006.2,100,14.3,1,0,0.7
6,5,19,28.1,80,1007.2,100,2.6,1,1,0.0
8,1,1,23.7,79,1010.4,0,6.6,0,1,0.0
5,2,15,32.7,45,1008.3,100,5.8,0,0,0.5
5,7,12,31.0,70,1007.9,100,15.4,1,0,0.1
6,1,14,32.4,50,1009.1,3,6.2,0,0,0.0
3,2,8,24.4,66,1017.6,0,8.2,0,0,0.0
5,10,12,30.0,73,1010.4,100,6.8,1,0,0.0
7,5,13,30.9,67,1008.4,32,11.2,1,0,0.2
5,9,0,25.1,95,1011.1,100,1.3,1,1,0.0
1,6,5,26.2,95,1008.7,97,9.9,1,1,0.0
4,4,3,28.5,85,1006.2,100,6.2,0,1,0.0
6,11,23,26.8,93,1010.2,100,1.6,1,1,0.0
7,7,9,28.3,84,1006.0,98,13.5,1,0,0.0
1,8,22,26.2,94,1011.9,94,7.5,1,1,0.0
3,10,17,24.3,97,1007.7,100,2.4,1,0,2.2
3,5,10,31.3,77,1008.1,100,9.7,1,0,0.0
6,10,10,28.1,80,1010.8,100,12.1,1,0,0.0
4,11,17,26.2,88,1009.0,100,5.0,1,0,0.0
7,2,10,29.0,67,1016.6,100,6.5,0,0,0.0
8,8,0,24.9,93,1007.5,100,8.8,1,1,0.0
8,7,0,24.9,95,1009.1,100,7.2,1,1,0.0
1,7,4,26.6,88,1007.6,100,18.4,1,1,3.9
2,5,23,27.2,96,1008.4,100,5.1,1,1,0.0
6,7,0,24.8,96,1008.6,100,2.9,1,1,0.0
1,11,5,26.0,99,1008.4,100,7.5,1,1,0.0
4,1,13,32.8,45,1010.7,21,3.3,0,0,0.0
1,11,7,26.7,90,1010.2,100,5.6,1,0,0.1
8,1,8,25.7,83,1013.7,35,0.7,0,0,0.0
1,10,17,27.8,78,1008.0,100,4.6,1,0,0.0
1,11,10,29.6,67,1010.8,98,17.8,1,0,0.0
1,1,1,24.2,79,1015.5,23,21.2,0,1,0.0
8,8,14,32.9,57,1007.2,98,5.6,1,0,0.1
5,4,15,34.8,45,1008.9,23,19.0,0,0,0.0
7,10,21,26.3,92,1010.7,100,1.0,1,1,0.0
7,5,15,33.5,61,1004.5,7,5.8,1,0,0.0
3,4,15,34.9,41,1006.9,46,14.7,0,0,0.0
1,1,8,24.6,78,1013.8,100,7.1,0,0,0.0
5,9,17,27.8,81,1007.9,100,6.4,1,0,2.3
6,7,12,30.8,73,1004.9,99,12.7,1,0,0.1
4,10,13,26.3,86,1009.3,100,8.8,1,0,1.0
1,12,2,23.8,93,1010.5,100,3.5,0,1,0.0
4,8,19,25.9,90,1008.0,100,8.2,1,1,0.5
2,9,1,25.3,97,1010.0,89,3.2,1,1,0.0
1,5,6,27.9,85,1009.6,52,11.3,1,0,0.0
8,5,19,25.6,96,1009.7,100,5.4,1,1,0.7
7,8,6,23.4,96,1009.3,99,4.7,1,0,0.0
3,6,13,28.0,79,1009.8,100,12.7,1,0,3.2
5,2,8,25.7,78,1015.8,2,12.1,0,0,0.0
5,9,0,25.5,94,1009.7,100,3.1,1,1,0.0
3,5,5,26.0,96,1006.5,100,6.2,1,1,0.0
1,4,17,29.7,73,1007.4,26,15.5,0,0,0.0
6,5,11,32.8,65,1009.7,100,10.7,1,0,0.1
7,5,4,25.1,96,1007.6,99,2.3,1,1,0.0
7,9,18,26.1,91,1009.5,80,3.8,1,1,0.0
2,3,2,24.9,92,1011.1,100,4.6,0,1,0.0
7,9,3,23.7,97,1008.3,100,4.1,1,1,7.0
5,7,14,33.0,55,1004.1,99,15.9,1,0,0.0
1,4,5,27.8,79,1009.3,78,18.0,0,1,0.0
3,9,8,27.1,91,1009.5,100,3.6,1,0,0.1
4,9,11,30.2,69,1010.7,54,10.0,1,0,0.0
1,9,16,29.2,76,1005.4,100,13.2,1,0,0.0
1,4,0,27.7,83,1010.6,73,16.5,0,1,0.0
1,9,11,29.2,70,1009.3,99,12.5,1,0,0.2
8,12,10,27.9,61,1011.7,96,25.0,0,0,0.0
5,9,0,25.8,94,1008.2,99,6.9,1,1,0.0
1,3,23,26.1,83,1012.4,46,26.0,0,1,0.0
6,5,21,27.9,85,1008.3,96,9.2,1,1,0.0
1,7,12,28.3,80,1005.3,99,21.7,1,0,0.2
7,8,17,27.8,80,1007.3,100,10.9,1,0,0.0
4,12,12,30.8,64,1009.6,100,3.2,0,0,0.0
6,1,11,30.6,60,1013.2,61,5.2,0,0,0.1
4,8,22,26.1,92,1011.3,100,4.8,1,1,0.0
3,8,14,25.1,94,1005.6,100,17.3,1,0,8.9
5,6,3,25.9,91,1006.0,82,7.3,1,1,0.0
1,12,14,28.3,76,1006.5,100,12.1,0,0,0.1
5,7,8,27.9,83,1007.7,100,6.0,1,0,0.0
1,10,22,25.6,91,1011.7,88,12.4,1,1,0.2
6,9,12,31.4,61,1010.1,96,7.8,1,0,0.1
2,7,20,27.6,85,1007.0,95,10.3,1,1,0.0
5,9,19,26.7,89,1005.6,100,13.5,1,1,0.0
6,6,19,26.4,92,1008.3,100,4.1,1,1,0.0
8,1,17,31.6,49,1011.6,62,4.1,0,0,0.0
1,9,8,27.0,86,1010.6,43,14.8,1,0,0.0
1,10,1,25.7,95,1009.0,100,5.7,1,1,0.0
3,10,21,26.3,95,1010.1,99,5.6,1,1,0.0
7,4,14,33.9,50,1006.3,99,10.0,0,0,0.0
7,6,6,25.8,95,1009.9,100,4.3,1,0,0.0
6,10,14,32.7,58,1004.4,91,6.6,1,0,0.0
5,10,5,24.8,96,1010.0,98,6.7,1,1,0.1
2,10,16,27.3,91,1007.1,100,9.8,1,0,2.2
6,5,5,25.3,96,1009.3,95,6.6,1,1,0.0
7,7,19,26.9,87,1004.6,99,0.5,1,1,0.0
6,9,9,27.7,85,1007.9,100,10.3,1,0,0.1
8,12,18,26.9,70,1011.3,59,7.5,0,1,0.0
8,8,19,25.7,92,1009.5,100,1.8,1,1,4.8
3,1,22,25.1,83,1013.0,100,8.9,0,1,0.0
7,9,18,26.1,92,1007.9,100,5.8,1,1,3.2
4,3,13,34.8,39,1009.3,18,3.3,0,0,0.0
2,5,11,33.4,60,1009.2,6,13.2,1,0,0.0
8,7,23,25.0,94,1009.4,100,9.5,1,1,0.0
2,9,5,24.8,98,1002.0,100,12.7,1,1,0.1
2,5,12,31.7,60,1008.4,78,13.5,1,0,0.0
8,1,10,27.6,70,1012.3,45,3.7,0,0,0.0
4,8,0,25.3,91,1009.5,97,7.4,1,1,0.0
3,9,20,26.9,88,1005.2,100,14.1,1,1,0.1
1,3,2,26.2,81,1010.2,55,9.8,0,1,0.0
8,1,3,25.1,69,1008.7,100,11.8,0,1,0.0
8,1,22,24.6,60,1013.5,91,19.0,0,1,0.0
2,3,12,33.2,56,1011.6,100,13.4,0,0,0.0
6,6,13,32.1,63,1008.2,100,11.8,1,0,0.0
7,9,17,27.9,84,1007.8,100,2.8,1,0,0.0
5,5,8,29.7,78,1010.8,100,6.2,1,0,0.0
6,12,18,29.1,70,1008.9,100,7.2,0,1,0.0
8,1,15,32.1,56,1009.8,26,0.4,0,0,0.0
4,7,15,30.1,74,1006.1,99,11.8,1,0,0.1
4,3,10,30.6,63,1010.7,29,3.5,0,0,0.0
4,12,19,27.1,81,1012.5,9,5.1,0,1,0.0
6,10,14,26.0,90,1008.5,99,14.5,1,0,10.4
6,5,6,28.0,85,1010.1,43,7.8,1,0,0.0
3,10,16,25.8,93,1008.5,100,12.6,1,0,8.8
1,1,1,25.0,94,1012.0,100,2.7,0,1,0.0
8,4,7,26.9,85,1011.1,86,10.2,0,0,0.0
5,9,21,26.0,89,1006.7,100,4.7,1,1,0.0
6,1,11,30.6,50,1012.4,98,2.7,0,0,0.0
8,4,9,31.3,63,1013.2,93,12.0,0,0,0.0
5,2,11,29.7,50,1012.0,1,4.8,0,0,0.0
4,10,21,26.9,92,1009.0,100,1.8,1,1,0.0
6,6,12,30.9,68,1008.3,100,17.2,1,0,0.2
5,3,22,27.5,79,1010.6,98,8.5,0,1,0.0
1,9,9,27.9,83,1010.5,57,10.9,1,0,0.5
4,12,10,28.0,73,1014.2,100,9.2,0,0,0.2
8,5,18,29.1,76,1006.6,100,6.8,1,1,0.0
8,12,7,24.6,93,1008.6,100,9.9,0,0,0.0
1,6,2,26.5,86,1008.7,100,16.6,1,1,0.2
4,3,18,29.7,62,1010.5,16,16.2,0,1,0.0
4,1,23,24.5,83,1011.2,100,2.9,0,1,0.0
6,10,15,31.5,74,1006.4,100,4.6,1,0,0.1
4,5,15,29.9,75,1004.0,100,9.8,1,0,1.8
7,7,19,27.0,89,1007.2,100,5.1,1,1,0.0
1,5,9,30.0,72,1011.4,66,24.9,1,0,0.0
1,8,0,25.6,91,1011.1,100,5.7,1,1,0.1
2,8,13,33.8,59,1007.8,19,7.9,1,0,0.0
6,7,4,24.3,99,1008.6,100,3.3,1,1,0.0
2,7,0,24.8,98,1010.3,100,9.7,1,1,0.0
4,8,17,27.8,82,1007.4,100,5.4,1,0,0.0
5,5,9,29.8,76,1010.4,66,6.8,1,0,0.0
5,2,17,30.3,63,1010.4,42,11.6,0,0,0.0
3,2,11,31.4,54,1015.9,99,9.1,0,0,0.0
2,12,8,25.9,84,1008.5,100,5.5,0,0,0.0
5,1,17,30.1,63,1010.1,13,11.5,0,0,0.2
5,8,21,26.8,86,1008.6,100,9.6,1,1,0.0
4,7,13,31.1,69,1007.0,100,18.8,1,0,0.1
5,5,15,31.0,68,1004.8,98,11.7,1,0,1.9
6,9,21,26.1,83,1010.3,90,6.7,1,1,0.0
1,3,23,26.3,87,1010.7,100,16.9,0,1,0.0
2,5,20,28.5,88,1009.1,100,3.9,1,1,0.0
4,7,2,25.3,94,1008.1,93,3.8,1,1,0.0
3,2,9,28.9,61,1014.3,37,13.6,0,0,0.0
5,5,19,31.5,66,1007.3,3,17.4,1,1,0.0
4,1,23,24.8,96,1011.2,100,4.7,0,1,0.0
1,5,19,30.1,79,1007.6,26,17.5,1,1,0.0
2,4,2,27.6,82,1007.2,84,9.7,0,1,0.0
8,3,16,35.2,43,1010.0,23,7.1,0,0,0.0
7,2,3,24.8,95,1012.9,81,1.8,0,1,0.0
2,8,1,24.8,99,1007.7,100,10.6,1,1,0.3
8,9,1,25.0,94,1006.4,100,9.0,1,1,0.0
1,2,23,26.0,83,1015.5,98,27.0,0,1,0.0
5,4,0,27.3,86,1011.5,100,5.8,0,1,0.0
6,6,7,25.2,93,1008.7,100,11.3,1,0,3.6
7,12,12,30.1,66,1007.4,100,7.8,0,0,0.0
2,1,0,25.5,75,1011.2,100,17.9,0,1,0.0
7,3,22,26.3,80,1012.8,95,13.5,0,1,0.0
3,8,11,31.6,64,1010.9,99,3.4,1,0,0.0
7,1,10,25.8,74,1012.1,100,5.9,0,0,0.0
1,12,15,27.5,77,1009.3,76,10.3,0,0,0.2
2,3,21,26.3,85,1012.4,99,10.3,0,1,0.0
3,2,17,30.4,57,1009.9,55,19.0,0,0,0.0
3,12,7,25.8,91,1008.8,100,1.2,0,0,0.0
7,9,11,30.4,71,1005.6,100,19.7,1,0,0.1
4,4,4,26.4,91,1008.7,34,3.6,0,1,0.0
3,12,3,25.0,88,1007.6,100,6.7,0,1,0.0
1,3,8,27.5,74,1014.7,100,21.3,0,0,0.0
4,1,1,25.4,89,1011.2,93,4.9,0,1,0.0
3,2,12,34.0,35,1013.0,0,12.0,0,0,0.0
8,12,12,30.6,64,1013.1,82,4.2,0,0,0.0
1,8,2,27.0,92,1011.1,100,4.7,1,1,0.0
1,10,1,25.2,94,1010.9,100,2.7,1,1,0.0
4,11,14,28.3,75,1007.6,91,12.7,1,0,1.4
5,7,1,25.4,94,1008.7,100,5.7,1,1,0.0
6,11,16,29.0,71,1007.3,100,5.2,1,0,1.9
3,9,4,25.1,92,1002.6,99,16.1,1,1,0.0
4,9,5,24.8,93,1008.1,91,3.3,1,1,0.0
4,2,23,27.8,64,1016.9,90,8.5,0,1,0.0
7,1,15,30.4,64,1008.0,96,4.1,0,0,0.0
8,3,6,23.6,90,1012.9,90,5.7,0,0,0.0
7,1,3,23.0,88,1010.3,98,3.7,0,1,0.0
7,7,4,25.0,95,1008.6,100,1.4,1,1,0.0
1,2,8,24.0,69,1012.4,95,3.3,0,0,0.0
5,3,12,34.8,46,1012.3,100,7.7,0,0,0.0
6,9,15,27.5,87,1008.0,100,9.5,1,0,0.6
3,4,6,25.6,94,1008.4,100,3.2,0,0,0.0
7,5,17,30.3,73,1005.1,100,9.0,1,0,0.0
5,10,7,24.0,95,1008.1,100,7.7,1,0,0.0
1,5,7,30.3,75,1009.0,100,9.0,1,0,0.0
7,1,14,31.7,42,1012.2,98,11.3,0,0,0.0
4,6,4,25.8,92,1007.9,32,6.6,1,1,0.0
3,3,20,26.2,77,1005.5,0,13.4,0,1,0.0
2,4,17,28.8,75,1008.4,85,9.9,0,0,0.0
1,10,22,25.7,86,1010.1,61,0.6,1,1,0.0
7,9,1,25.2,96,1005.9,100,8.9,1,1,0.0
6,4,6,25.6,90,1008.4,100,3.2,0,0,0.1
3,5,5,25.2,94,1009.3,86,6.9,1,1,0.0
5,12,23,25.0,92,1011.5,100,3.9,0,1,0.0
7,8,17,29.3,75,1008.2,100,12.7,1,0,1.9
5,9,6,25.3,95,1010.2,9,6.0,1,0,0.0
1,3,8,27.2,73,1013.4,100,25.7,0,0,0.0
6,4,0,25.1,87,1011.6,47,11.4,0,1,0.0
6,2,0,24.8,79,1014.4,97,10.2,0,1,0.0
7,12,2,20.7,85,1009.5,100,8.6,0,1,0.0
4,5,22,27.4,87,1009.7,100,8.4,1,1,2.7
3,9,23,24.3,96,1007.6,100,11.2,1,1,0.0
8,5,17,31.6,62,1005.6,33,14.9,1,0,0.1
6,9,21,23.7,86,1009.9,100,9.4,1,1,0.8
6,9,15,26.3,87,1008.0,100,12.4,1,0,1.1
8,11,7,24.8,81,1009.6,99,9.0,1,0,0.0
4,7,4,25.4,92,1009.8,100,1.8,1,1,0.0
4,3,15,34.2,42,1007.2,33,17.4,0,0,0.0
2,10,11,31.6,68,1010.1,79,6.5,1,0,0.0
2,7,3,24.6,99,1005.2,100,9.8,1,1,0.1
5,10,22,25.8,88,1009.2,100,9.4,1,1,0.0
5,8,19,26.2,89,1009.0,68,6.9,1,1,0.0
1,10,13,27.0,83,1009.7,96,9.8,1,0,0.3
7,5,0,26.5,93,1007.8,100,2.9,1,1,0.0
8,7,14,27.5,83,1005.6,100,14.3,1,0,2.2
4,6,8,27.9,85,1011.0,100,8.4,1,0,0.0
3,10,20,25.4,94,1011.3,100,8.2,1,1,0.4
8,12,4,23.8,98,1005.6,100,5.8,0,1,0.0
5,7,16,28.3,83,1004.2,100,11.4,1,0,0.1
1,1,19,25.5,79,1009.5,100,11.4,0,1,0.0
3,9,22,26.5,90,1010.1,100,10.2,1,1,0.0
7,7,14,27.0,85,1007.7,100,13.1,1,0,9.6
4,2,22,25.5,82,1013.0,97,11.2,0,1,0.0
3,6,18,25.6,97,1005.2,100,8.7,1,1,0.6
5,9,3,24.5,98,1010.1,100,6.4,1,1,0.0
8,6,7,28.2,83,1009.5,100,4.4,1,0,0.0
2,8,0,24.2,96,1011.7,98,2.9,1,1,0.0
6,4,4,26.1,87,1007.5,100,5.4,0,1,0.1
8,3,23,26.9,76,1011.6,100,8.9,0,1,0.0
7,6,12,26.9,84,1008.4,100,21.9,1,0,3.6
2,3,9,28.6,61,1016.8,3,1.8,0,0,0.0
8,10,3,24.3,97,1008.0,95,9.5,1,1,0.0
3,10,16,27.5,87,1006.1,100,4.0,1,0,2.2
4,10,10,28.4,80,1009.1,100,10.4,1,0,0.0
8,8,11,31.4,73,1010.1,75,6.3,1,0,0.2
2,2,15,28.9,63,1008.1,10,9.9,0,0,0.0
4,10,8,27.6,82,1010.2,92,5.1,1,0,0.0
8,10,7,25.9,96,1008.3,100,4.2,1,0,0.0
3,6,12,27.7,80,1006.3,100,18.9,1,0,0.2
3,2,8,26.1,74,1013.7,84,7.0,0,0,0.0
1,8,9,28.3,81,1011.0,100,12.2,1,0,0.2
3,6,20,25.8,95,1009.2,100,2.6,1,1,0.1
1,6,3,28.4,89,1008.8,94,6.1,1,1,0.0
4,2,14,30.1,70,1010.0,100,1.0,0,0,0.2
1,4,22,26.3,86,1012.6,45,2.7,0,1,0.1
1,6,14,26.9,85,1005.3,100,20.1,1,0,5.2
8,4,18,32.6,56,1005.1,18,5.8,0,1,0.0
7,8,14,31.7,67,1008.1,94,11.4,1,0,0.3
7,10,4,25.5,93,1007.6,100,6.8,1,1,0.9
4,5,8,29.1,83,1008.9,100,4.7,1,0,0.0
2,3,10,30.1,58,1013.1,73,4.5,0,0,0.0
2,12,11,28.8,56,1010.3,80,5.0,0,0,0.0
2,10,9,30.4,64,1012.6,100,5.5,1,0,0.0
8,10,14,26.4,90,1007.8,100,12.1,1,0,2.5
3,3,13,33.8,43,1005.8,93,8.8,0,0,0.0
1,5,18,30.5,74,1004.5,74,17.2,1,1,0.0
5,6,6,25.1,95,1005.6,100,10.7,1,0,0.1
6,7,15,26.3,90,1004.2,100,10.0,1,0,4.0
3,1,15,32.1,49,1006.9,100,10.4,0,0,0.0
5,11,12,31.1,70,1008.7,99,11.7,1,0,0.1
4,1,4,25.1,91,1010.2,99,4.6,0,1,0.0
8,2,6,23.5,96,1012.1,14,2.5,0,0,0.0
4,4,19,28.1,78,1008.8,100,1.4,0,1,0.0
8,10,19,25.9,91,1010.4,100,4.1,1,1,0.0
7,11,9,28.1,84,1010.7,100,6.1,1,0,0.1
2,12,16,29.1,68,1010.1,11,17.8,0,0,0.0
5,10,17,29.0,78,1005.5,100,11.9,1,0,0.0
7,8,12,32.1,70,1009.4,3,6.4,1,0,0.1
5,3,16,30.8,60,1007.5,100,5.3,0,0,0.4
6,3,0,25.7,72,1013.0,53,10.7,0,1,0.0
7,1,15,32.6,46,1009.6,100,10.0,0,0,0.0
7,8,18,27.7,84,1005.4,56,8.0,1,1,0.0
3,9,7,24.8,96,1010.7,100,4.3,1,0,0.0
5,10,9,28.3,83,1011.4,44,8.5,1,0,0.0
3,9,9,28.6,80,1012.0,100,8.3,1,0,0.2
